category_id,category_name,department,product_id,product_name,product_brand,cost_price,unit_price,stock_quantity,is_active,created_date,avg_rating
1006,Men's Clothing,Fashion,5083,PrimeStyle Deluxe Shirt,PrimeStyle,1344.67,1828.72,250,1,2025-08-14,3.9
1006,Men's Clothing,Fashion,5084,KidJoy Signature Trackpants,KidJoy,2156.04,3902.92,50,1,2024-03-01,3.4
1006,Men's Clothing,Fashion,5085,KidJoy Pro T-Shirt,KidJoy,915.06,1636.93,250,1,2023-08-22,4.5
1006,Men's Clothing,Fashion,5086,KidJoy Ultra Jeans,KidJoy,1193.06,2032.39,5,1,2025-11-28,3.7
1006,Men's Clothing,Fashion,5087,TrendKart Premium Shirt,TrendKart,843.3,1315.26,20,1,2024-06-26,4.6
1006,Men's Clothing,Fashion,5088,DailyBasics Everyday T-Shirt,DailyBasics,1995.18,2769.09,100,1,2023-04-07,4.3
1006,Men's Clothing,Fashion,5089,ChefMate Everyday T-Shirt,ChefMate,805.02,1166.75,100,1,2023-02-20,3.8
1006,Men's Clothing,Fashion,5090,GlowUp Ultra Jacket,GlowUp,1028.73,1747.64,50,1,2023-04-27,4.2
1006,Men's Clothing,Fashion,5091,ChefMate Pro Shirt,ChefMate,1747.47,2321.62,100,1,2024-10-30,4.0
1006,Men's Clothing,Fashion,5092,PrimeStyle Premium Jacket,PrimeStyle,1958.88,2668.26,20,1,2025-04-23,4.6
1006,Men's Clothing,Fashion,5093,ChefMate Signature Jeans,ChefMate,2433.77,3392.12,20,1,2024-03-25,4.1
1006,Men's Clothing,Fashion,5094,PrimeStyle Deluxe Shirt,PrimeStyle,1551.0,2076.74,250,1,2023-03-09,4.0
1006,Men's Clothing,Fashion,5095,Urbanic Signature T-Shirt,Urbanic,896.97,1173.05,20,1,2024-02-11,5.0
1006,Men's Clothing,Fashion,5096,FitPro Essential Shirt,FitPro,2008.6,3151.17,100,1,2025-11-26,4.6
1006,Men's Clothing,Fashion,5097,Urbanic Essential Shirt,Urbanic,1255.0,1755.22,5,1,2024-07-17,3.6
1006,Men's Clothing,Fashion,5098,TrendKart Everyday Jacket,TrendKart,2202.99,2875.64,50,1,2025-10-31,4.0
1006,Men's Clothing,Fashion,5099,BasicWear Everyday Jeans,BasicWear,1470.52,2170.99,50,1,2025-07-05,3.8
1007,Women's Clothing,Fashion,5100,Urbanic Everyday Leggings,Urbanic,1384.41,2391.72,5,1,2023-01-13,3.8
1007,Women's Clothing,Fashion,5101,AutoZen Pro Dress,AutoZen,1321.92,1671.98,5,0,2025-02-06,4.2
1007,Women's Clothing,Fashion,5102,HouseCraft Premium Dress,HouseCraft,717.19,1025.81,100,0,2024-12-27,3.3
1007,Women's Clothing,Fashion,5103,PureGlow Everyday Dress,PureGlow,1036.49,1477.43,100,1,2024-07-25,4.0
1007,Women's Clothing,Fashion,5104,PureGlow Classic Leggings,PureGlow,2517.6,3249.03,20,1,2023-10-12,4.0
1007,Women's Clothing,Fashion,5105,Urbanic Deluxe Saree,Urbanic,1524.57,2096.5,5,1,2024-11-13,3.9
1007,Women's Clothing,Fashion,5106,ChefMate Smart Kurti,ChefMate,1702.31,2486.53,100,1,2023-04-29,3.6
1007,Women's Clothing,Fashion,5107,PureGlow Everyday Saree,PureGlow,1137.26,2004.0,20,1,2024-04-08,4.3
1007,Women's Clothing,Fashion,5108,NovaHome Ultra Dress,NovaHome,1694.32,2366.88,5,1,2024-04-28,4.1
1007,Women's Clothing,Fashion,5109,KidJoy Deluxe Kurti,KidJoy,1343.78,2142.09,50,1,2025-10-12,4.4
1007,Women's Clothing,Fashion,5110,PureGlow Everyday Top,PureGlow,4345.09,5999.0,50,1,2025-07-21,3.6
1007,Women's Clothing,Fashion,5111,DailyBasics Pro Leggings,DailyBasics,3930.01,5999.0,20,1,2023-10-08,3.6
1007,Women's Clothing,Fashion,5112,AutoZen Pro Top,AutoZen,506.52,731.67,50,1,2024-06-17,3.8
1007,Women's Clothing,Fashion,5113,Urbanic Smart Top,Urbanic,1571.38,2510.31,20,1,2023-07-10,5.0
1007,Women's Clothing,Fashion,5114,ChefMate Signature Saree,ChefMate,938.45,1350.29,250,1,2025-08-29,4.4
1007,Women's Clothing,Fashion,5115,FitPro Comfort Dress,FitPro,722.32,1093.53,250,1,2025-07-16,5.0
1007,Women's Clothing,Fashion,5116,FitPro Smart Saree,FitPro,2856.15,3816.17,250,1,2023-11-14,3.8
1007,Women's Clothing,Fashion,5117,TrendKart Classic Saree,TrendKart,609.95,898.49,250,1,2024-11-11,4.9
1007,Women's Clothing,Fashion,5118,HouseCraft Everyday Leggings,HouseCraft,1507.87,1998.22,50,1,2024-10-10,4.8
1007,Women's Clothing,Fashion,5119,DailyBasics Deluxe Saree,DailyBasics,1594.65,2121.56,100,0,2023-06-12,4.1
1008,Footwear,Fashion,5120,Urbanic Premium Sandals,Urbanic,1366.2,2235.24,50,1,2025-03-23,4.5
1008,Footwear,Fashion,5121,ChefMate Ultra Formal Shoes,ChefMate,1689.21,2972.87,20,1,2024-07-28,4.4
1008,Footwear,Fashion,5122,DailyBasics Ultra Formal Shoes,DailyBasics,948.43,1299.95,20,1,2025-04-09,4.9
1008,Footwear,Fashion,5123,PureGlow Comfort Formal Shoes,PureGlow,3714.68,6079.71,50,1,2024-07-18,4.2
1008,Footwear,Fashion,5124,ChefMate Classic Running Shoes,ChefMate,5147.94,7844.05,100,1,2023-01-01,5.0
1008,Footwear,Fashion,5125,FitPro Smart Sandals,FitPro,2174.51,3865.42,100,1,2023-12-12,4.9
1008,Footwear,Fashion,5126,FitPro Classic Sandals,FitPro,2772.08,4752.13,50,1,2023-01-21,3.0
1008,Footwear,Fashion,5127,KidJoy Smart Formal Shoes,KidJoy,1709.8,2446.55,50,1,2025-09-16,4.5
1008,Footwear,Fashion,5128,GlowUp Ultra Formal Shoes,GlowUp,4885.25,6319.81,100,0,2025-07-24,3.3
1008,Footwear,Fashion,5129,FitPro Smart Formal Shoes,FitPro,924.87,1194.46,50,0,2025-06-04,4.1
1008,Footwear,Fashion,5130,TrendKart Comfort Formal Shoes,TrendKart,734.75,995.67,50,1,2023-11-24,4.0
1008,Footwear,Fashion,5131,FitPro Smart Sneakers,FitPro,2376.23,3362.49,20,1,2023-03-03,3.5
1008,Footwear,Fashion,5132,HouseCraft Comfort Sneakers,HouseCraft,1976.08,2712.96,100,1,2025-07-24,4.7
1008,Footwear,Fashion,5133,NovaHome Deluxe Sandals,NovaHome,1352.7,2147.39,20,1,2025-10-05,3.6
1008,Footwear,Fashion,5134,PrimeStyle Pro Running Shoes,PrimeStyle,1612.81,2653.46,20,1,2023-04-02,3.5
1008,Footwear,Fashion,5135,HouseCraft Essential Sandals,HouseCraft,4887.41,7476.34,5,1,2024-06-01,4.1
1008,Footwear,Fashion,5136,FitPro Smart Sneakers,FitPro,1290.18,1972.93,100,1,2023-03-15,4.2
1008,Footwear,Fashion,5137,PureGlow Signature Sandals,PureGlow,2054.2,2646.45,100,1,2025-03-21,4.0
1008,Footwear,Fashion,5138,PureGlow Ultra Running Shoes,PureGlow,1436.96,2147.13,50,1,2025-03-26,3.8
1008,Footwear,Fashion,5139,ChefMate Deluxe Sneakers,ChefMate,849.72,1312.31,50,1,2023-05-17,4.9
1009,Watches & Bags,Fashion,5140,GlowUp Smart Wallet,GlowUp,4403.92,6002.69,50,1,2024-05-21,4.3
1009,Watches & Bags,Fashion,5141,DailyBasics Comfort Handbag,DailyBasics,2609.3,4220.57,50,1,2024-08-08,3.5
1009,Watches & Bags,Fashion,5142,PureGlow Premium Wallet,PureGlow,1954.43,3082.54,0,1,2023-10-10,3.2
1009,Watches & Bags,Fashion,5143,FitPro Pro Wallet,FitPro,2539.67,3256.47,20,1,2025-07-18,3.5
1009,Watches & Bags,Fashion,5144,AutoZen Signature Wrist Watch,AutoZen,7228.46,10459.39,100,1,2024-03-26,4.6
1009,Watches & Bags,Fashion,5145,BasicWear Classic Wrist Watch,BasicWear,3073.37,4676.8,50,1,2023-08-14,3.6
1009,Watches & Bags,Fashion,5146,Urbanic Pro Wallet,Urbanic,1647.46,2678.63,20,1,2024-07-28,4.0
1009,Watches & Bags,Fashion,5147,FitPro Essential Backpack,FitPro,4516.31,7149.33,50,0,2025-02-16,5.0
1009,Watches & Bags,Fashion,5148,ChefMate Deluxe Wallet,ChefMate,1761.44,2235.9,20,1,2023-08-03,4.4
1009,Watches & Bags,Fashion,5149,HouseCraft Deluxe Wallet,HouseCraft,2169.52,3249.85,20,1,2023-11-28,3.8
1009,Watches & Bags,Fashion,5150,DailyBasics Everyday Wrist Watch,DailyBasics,3284.67,4609.83,50,0,2025-11-25,3.6
1009,Watches & Bags,Fashion,5151,DailyBasics Premium Wrist Watch,DailyBasics,2394.95,3992.65,250,1,2024-11-23,3.6
1009,Watches & Bags,Fashion,5152,PrimeStyle Ultra Wrist Watch,PrimeStyle,2055.77,3372.13,20,1,2024-04-11,4.6
1009,Watches & Bags,Fashion,5153,AutoZen Classic Wallet,AutoZen,3721.0,4728.44,50,1,2024-07-05,4.6
1009,Watches & Bags,Fashion,5154,ChefMate Deluxe Wallet,ChefMate,2074.67,3230.44,20,1,2023-05-09,4.4
1009,Watches & Bags,Fashion,5155,TrendKart Pro Wrist Watch,TrendKart,1150.6,1994.03,20,1,2023-08-28,4.1
1009,Watches & Bags,Fashion,5156,AutoZen Deluxe Wrist Watch,AutoZen,4453.99,6191.8,20,1,2023-12-27,3.1
1009,Watches & Bags,Fashion,5157,GlowUp Signature Wallet,GlowUp,1947.39,3247.91,20,1,2024-09-18,4.1
1009,Watches & Bags,Fashion,5158,GlowUp Classic Handbag,GlowUp,5529.94,7441.52,20,1,2023-09-03,3.8
1009,Watches & Bags,Fashion,5159,ChefMate Ultra Wrist Watch,ChefMate,3285.41,5864.0,50,1,2023-08-23,5.0
1011,Kitchen Appliances,Home & Kitchen,5160,HouseCraft Everyday Air Fryer,HouseCraft,7763.11,11475.57,100,0,2023-03-17,4.0
1011,Kitchen Appliances,Home & Kitchen,5161,PureGlow Premium Electric Kettle,PureGlow,7822.4,10352.81,250,1,2024-11-03,3.7
1011,Kitchen Appliances,Home & Kitchen,5162,NovaHome Signature Mixer Grinder,NovaHome,6365.76,8979.82,50,1,2023-09-01,4.0
1011,Kitchen Appliances,Home & Kitchen,5163,PureGlow Pro Air Fryer,PureGlow,6047.64,10180.62,20,1,2025-08-22,3.9
1011,Kitchen Appliances,Home & Kitchen,5164,ChefMate Ultra Electric Kettle,ChefMate,8168.84,10474.15,100,1,2025-07-04,3.8
1011,Kitchen Appliances,Home & Kitchen,5165,PureGlow Comfort Air Fryer,PureGlow,10055.37,13293.13,50,1,2023-03-17,3.9
1011,Kitchen Appliances,Home & Kitchen,5166,DailyBasics Everyday Electric Kettle,DailyBasics,2351.69,3103.79,50,1,2023-09-11,3.5
1011,Kitchen Appliances,Home & Kitchen,5167,FitPro Deluxe Mixer Grinder,FitPro,5302.51,8678.89,20,1,2024-12-13,5.0
1011,Kitchen Appliances,Home & Kitchen,5168,AutoZen Ultra Air Fryer,AutoZen,9335.03,13018.71,250,1,2023-08-17,2.8
1011,Kitchen Appliances,Home & Kitchen,5169,FitPro Premium Electric Kettle,FitPro,3131.62,4105.76,20,1,2023-05-21,4.8
1011,Kitchen Appliances,Home & Kitchen,5170,DailyBasics Comfort Microwave Oven,DailyBasics,7536.55,11799.72,100,1,2025-09-23,5.0
1011,Kitchen Appliances,Home & Kitchen,5171,TrendKart Everyday Electric Kettle,TrendKart,5263.22,6834.64,20,1,2024-08-31,3.6
1011,Kitchen Appliances,Home & Kitchen,5172,Urbanic Smart Electric Kettle,Urbanic,6053.07,8912.62,100,1,2024-05-18,3.8
1011,Kitchen Appliances,Home & Kitchen,5173,DailyBasics Classic Microwave Oven,DailyBasics,10546.24,14446.54,20,1,2025-04-15,3.8
1011,Kitchen Appliances,Home & Kitchen,5174,ChefMate Smart Air Fryer,ChefMate,4584.05,7513.84,100,1,2025-05-09,3.5
1011,Kitchen Appliances,Home & Kitchen,5175,FitPro Comfort Air Fryer,FitPro,9394.63,12555.75,100,1,2023-07-22,3.5
1011,Kitchen Appliances,Home & Kitchen,5176,DailyBasics Deluxe Mixer Grinder,DailyBasics,6884.76,10574.04,20,1,2023-04-14,5.0
1011,Kitchen Appliances,Home & Kitchen,5177,BasicWear Deluxe Microwave Oven,BasicWear,2457.25,3533.63,50,0,2024-04-04,5.0
1011,Kitchen Appliances,Home & Kitchen,5178,KidJoy Smart Air Fryer,KidJoy,6290.35,9891.43,50,1,2024-03-27,3.4
1011,Kitchen Appliances,Home & Kitchen,5179,GlowUp Everyday Electric Kettle,GlowUp,6025.86,9082.8,100,1,2024-05-12,4.5
1012,Furniture,Home & Kitchen,5180,DailyBasics Deluxe Bookshelf,DailyBasics,8010.16,13806.72,50,1,2025-02-15,4.4
1012,Furniture,Home & Kitchen,5181,HouseCraft Everyday Office Chair,HouseCraft,33450.96,45466.95,250,1,2024-12-18,3.8
1012,Furniture,Home & Kitchen,5182,DailyBasics Essential Office Chair,DailyBasics,9181.87,12498.27,250,1,2025-11-14,4.0
1012,Furniture,Home & Kitchen,5183,ChefMate Ultra Bookshelf,ChefMate,14357.83,21078.53,50,1,2023-04-15,4.8
1012,Furniture,Home & Kitchen,5184,DailyBasics Classic Bookshelf,DailyBasics,11821.06,18942.13,100,1,2024-03-04,3.8
1012,Furniture,Home & Kitchen,5185,TrendKart Pro Bookshelf,TrendKart,6840.86,12358.45,50,1,2023-12-28,3.1
1012,Furniture,Home & Kitchen,5186,Urbanic Deluxe Office Chair,Urbanic,8535.23,10755.44,100,1,2025-07-06,3.3
1012,Furniture,Home & Kitchen,5187,BasicWear Pro Bookshelf,BasicWear,13811.18,18004.05,20,1,2023-09-22,3.2
1012,Furniture,Home & Kitchen,5188,Urbanic Classic Bed Frame,Urbanic,3691.26,5322.53,250,1,2023-07-22,4.1
1012,Furniture,Home & Kitchen,5189,FitPro Comfort Bed Frame,FitPro,32819.34,51669.64,0,1,2024-04-22,4.8
1012,Furniture,Home & Kitchen,5190,FitPro Deluxe Study Table,FitPro,10367.43,17920.55,5,0,2024-03-25,3.4
1012,Furniture,Home & Kitchen,5191,FitPro Signature Study Table,FitPro,34110.66,59999.0,5,1,2023-10-24,4.1
1012,Furniture,Home & Kitchen,5192,PrimeStyle Pro Study Table,PrimeStyle,17038.23,22633.58,20,1,2023-09-24,4.0
1012,Furniture,Home & Kitchen,5193,DailyBasics Classic Bookshelf,DailyBasics,11688.68,20166.36,50,1,2025-09-10,3.8
1012,Furniture,Home & Kitchen,5194,AutoZen Ultra Bed Frame,AutoZen,13492.45,18045.63,50,1,2024-04-16,5.0
1012,Furniture,Home & Kitchen,5195,PureGlow Smart Office Chair,PureGlow,25327.59,38222.91,20,1,2025-07-06,2.9
1012,Furniture,Home & Kitchen,5196,AutoZen Deluxe Bed Frame,AutoZen,8087.93,10141.51,50,1,2024-08-09,3.6
1012,Furniture,Home & Kitchen,5197,AutoZen Ultra Bookshelf,AutoZen,18493.22,32728.02,0,1,2023-02-23,4.9
1012,Furniture,Home & Kitchen,5198,BasicWear Essential Study Table,BasicWear,17725.18,29406.87,0,1,2025-11-30,3.4
1012,Furniture,Home & Kitchen,5199,DailyBasics Pro Study Table,DailyBasics,9358.97,15770.36,100,1,2025-06-09,4.4
1013,Home Decor,Home & Kitchen,5200,Urbanic Pro Wall Clock,Urbanic,1773.05,2718.86,100,1,2025-10-28,3.9
1013,Home Decor,Home & Kitchen,5201,Urbanic Deluxe Curtain Set,Urbanic,1555.96,2559.7,100,1,2025-09-13,4.8
1013,Home Decor,Home & Kitchen,5202,HouseCraft Comfort Table Lamp,HouseCraft,2977.2,4124.42,0,1,2025-06-22,3.9
1013,Home Decor,Home & Kitchen,5203,BasicWear Ultra Table Lamp,BasicWear,2710.3,3609.03,50,1,2023-06-27,3.3
1013,Home Decor,Home & Kitchen,5204,HouseCraft Signature Photo Frame,HouseCraft,1619.86,2360.83,20,1,2024-06-01,4.7
1013,Home Decor,Home & Kitchen,5205,PrimeStyle Deluxe Photo Frame,PrimeStyle,799.45,1407.84,50,1,2023-08-16,4.5
1013,Home Decor,Home & Kitchen,5206,AutoZen Deluxe Photo Frame,AutoZen,798.17,1082.65,20,0,2024-03-03,5.0
1013,Home Decor,Home & Kitchen,5207,HouseCraft Comfort Table Lamp,HouseCraft,1557.7,2334.77,100,1,2023-03-04,4.3
1013,Home Decor,Home & Kitchen,5208,TrendKart Signature Table Lamp,TrendKart,2191.57,3246.21,50,1,2024-02-08,4.2
1013,Home Decor,Home & Kitchen,5209,HouseCraft Comfort Curtain Set,HouseCraft,2501.52,3576.11,50,1,2025-11-15,3.1
1013,Home Decor,Home & Kitchen,5210,AutoZen Everyday Curtain Set,AutoZen,2045.72,3339.45,250,1,2023-10-10,4.0
1013,Home Decor,Home & Kitchen,5211,BasicWear Essential Wall Clock,BasicWear,1776.64,2340.8,0,1,2025-04-15,3.6
1013,Home Decor,Home & Kitchen,5212,AutoZen Deluxe Wall Clock,AutoZen,1893.79,3381.42,20,1,2024-04-29,3.5
1013,Home Decor,Home & Kitchen,5213,KidJoy Comfort Photo Frame,KidJoy,3656.5,5129.21,20,1,2024-03-26,4.4
1013,Home Decor,Home & Kitchen,5214,AutoZen Pro Table Lamp,AutoZen,2296.33,3484.72,50,1,2025-10-16,4.7
1013,Home Decor,Home & Kitchen,5215,FitPro Classic Curtain Set,FitPro,777.98,1221.33,50,1,2025-11-26,3.3
